'	exclamation	lex112884.1_ἒ
ὑποπτεύσας	verb	http://data.perseus.org/collections/_ὑποπτεύω
ὑποπτεῦον	verb	http://data.perseus.org/collections/_ὑποπτεύω
ὑποπόδιον	noun	http://data.perseus.org/collections/_ὑποπόδιον
ὑποπῖπτον	verb	http://data.perseus.org/collections/_ὑποπίπτω
ὑποσεσιώπηται	verb	http://data.perseus.org/collections/_ὑποσιωπάω
ὑποστήτω	verb	http://data.perseus.org/collections/_ὑφίστημι
ὑποστίζειν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζεσθαι	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζοιμεν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζοντες	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζουσιν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζωμεν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίξαντες	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίξωμεν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστατικοῦ	adjective	http://data.perseus.org/collections/_ὑποστατικός
ὑποστατικὸν	adjective	http://data.perseus.org/collections/_ὑποστατικός
ὑποστελλομένων	verb	http://data.perseus.org/collections/_ὑποστέλλω
ὑποστιγμήν	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμαί	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμαὶ	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμὴ	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμὴν	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμήν	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμῆς	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιγμῇ	noun	http://data.perseus.org/collections/_ὑποστιγμή
ὑποστιζόμενος	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστικτέον	adjective	http://data.perseus.org/collections/_ὑποστικτέον
ὑποστικτέον	adjective	http://data.perseus.org/collections/_ὑποστικτέον
ὑποστρέφειν	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρέψαι	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρέψαντα	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρέψας	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρέψω	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστραφέντων	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρεψάντων	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστροφῆς	noun	http://data.perseus.org/collections/_ὑποστροφή
ὑποστρέφων	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστρέψει	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑποστίζηαι	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζοντες	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποστίζωμεν	verb	http://data.perseus.org/collections/_ὑποστίζω
ὑποσχέσει	noun	http://data.perseus.org/collections/_ὑπόσχεσις
ὑποσχέσεις	noun	http://data.perseus.org/collections/_ὑπόσχεσις
ὑποσχόμενος	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑποσχόμενος	verb	http://data.perseus.org/collections/_ὑπέχω
ὑποτάξαι	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτάσσει	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτάσσεται	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτάσσουσι	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτέθεικεν	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποτίθεται	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποταγέντες	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτακτικοῦ	adjective	http://data.perseus.org/collections/_ὑποτακτικός
ὑποτακτικόν	adjective	http://data.perseus.org/collections/_ὑποτακτικός
ὑποτακτικά	adjective	http://data.perseus.org/collections/_ὑποτακτικός
ὑποτακτικὸν	adjective	http://data.perseus.org/collections/_ὑποτακτικός
ὑποταρταρίους	adjective	http://data.perseus.org/collections/_ὑποταρτάριος
ὑποτελείαν	adjective	http://data.perseus.org/collections/_ὑποτέλειος
ὑποτεταγμένοι	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτεταγμένους	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτεταγμένων	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτεταγμένως	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτείνεται	verb	http://data.perseus.org/collections/_ὑποτείνω
ὑποτιθέασι	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποτιθέασιν	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποτιθέμενος	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποτιμώμενος	verb	http://data.perseus.org/collections/_ὑποτιμάω
ὑποτιμώμενος	verb	http://data.perseus.org/collections/_ὑποτιμάομαι
ὑποτρέσαι	verb	http://data.perseus.org/collections/_ὑποτρέω
ὑποτρόχων	adjective	http://data.perseus.org/collections/_ὑπότροχος
ὑποτρόχων	verb	http://data.perseus.org/collections/_ὑποτροχάω
ὑποτάσσει	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτάσσεται	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτάσσοντας	verb	http://data.perseus.org/collections/_ὑποτάσσω
ὑποτίθεμεν	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποτίθεται	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποφαίνει	verb	http://data.perseus.org/collections/_ὑποφαίνω
ὑποφαίνειν	verb	http://data.perseus.org/collections/_ὑποφαίνω
ὑποφαίνεσθαι	verb	http://data.perseus.org/collections/_ὑποφαίνω
ὑποφαίνει	verb	http://data.perseus.org/collections/_ὑποφαίνω
ὑποφθάσας	verb	http://data.perseus.org/collections/_ὑποφθάνω
ὑποφωνίων	verb	http://data.perseus.org/collections/_ὑποφωνέω
ὑποφέρει	verb	http://data.perseus.org/collections/_ὑποφέρω
ὑποχείριον	adjective	http://data.perseus.org/collections/_ὑποχείριος
ὑποχθονίοις	adjective	http://data.perseus.org/collections/_ὑποχθόνιος
ὑποχωρήσαντα	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑποχωρήσας	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑποχωρεῖ	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑποχωρήσω	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑποχωρῆσαι	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑποχωρῶν	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑπτίου	adjective	http://data.perseus.org/collections/_ὕπτιος
ὑπτίου	verb	http://data.perseus.org/collections/_ὑπτιόω
ὑπό	preposition	http://data.perseus.org/collections/_ὑπό
ὑπόγυιον	adjective	http://data.perseus.org/collections/_ὑπόγυιος
ὑπόδρα	verb	http://data.perseus.org/collections/_ὑποδράω
ὑπόδρα	verb	http://data.perseus.org/collections/_ὑποδρώω
ὑπόδρα	adverb	http://data.perseus.org/collections/_ὑπόδρα
ὑπόθεσιν	noun	http://data.perseus.org/collections/_ὑπόθεσις
ὑπόθεσις	noun	http://data.perseus.org/collections/_ὑπόθεσις
ὑπόκειται	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑπόκρισιν	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑπόκυκλα	adjective	http://data.perseus.org/collections/_ὑπόκυκλος
ὑπόκυκλον	adjective	http://data.perseus.org/collections/_ὑπόκυκλος
ὑπόμνησιν	noun	http://data.perseus.org/collections/_ὑπόμνησις
ὑπόμνησις	noun	http://data.perseus.org/collections/_ὑπόμνησις
ὑπόνοια	noun	http://data.perseus.org/collections/_ὑπόνοια
ὑπόνοιαν	noun	http://data.perseus.org/collections/_ὑπόνοια
ὑπόρρηνον	adjective	http://data.perseus.org/collections/_ὑπόρρηνος
ὑπότροχα	adjective	http://data.perseus.org/collections/_ὑπότροχος
ὑπόψυχρόν	adjective	http://data.perseus.org/collections/_ὑπόψυχρος
ὑπάρεται	verb	http://data.perseus.org/collections/_ὑπό-αἴρω
ὑπάρετε	verb	http://data.perseus.org/collections/_ὑπό-αἴρω
ὑπάρχει	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχειν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχομεν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχον	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχουσα	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχουσαν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχουσι	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχων	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχων	noun	http://data.perseus.org/collections/_ὕπαρχος
ὑπάτῃ	adjective	http://data.perseus.org/collections/_ὕπατος
ὑπάτῃ	noun	http://data.perseus.org/collections/_ὑπάτη
ὑπὲρ	preposition	http://data.perseus.org/collections/_ὑπέρ
ὑπέκειτο	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑπέλαβον	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπέμεινε	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπέσχου	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπέσχου	verb	http://data.perseus.org/collections/_ὑπέχω
ὑπήντησεν	verb	http://data.perseus.org/collections/_ὑπαντάω
ὑπὸ	preposition	http://data.perseus.org/collections/_ὑπό
ὑπό	preposition	http://data.perseus.org/collections/_ὑπό
ὑπόκειται	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑπόκρισιν	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑπόκρισις	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑπόνοιαν	noun	http://data.perseus.org/collections/_ὑπόνοια
ὑπόρρη	verb	http://data.perseus.org/collections/_ὑπορρέω
ὑπόσχοιτο	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπόσχοιτο	verb	http://data.perseus.org/collections/_ὑπέχω
ὑπῆρχε	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπῆρχον	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπῆσαν	verb	http://data.perseus.org/collections/_ὕπειμι1
ὑσμίνη	noun	http://data.perseus.org/collections/_ὑσμίνη
ὑσμίνῃ	noun	http://data.perseus.org/collections/_ὑσμίνη
ὑστάτιον	adjective	http://data.perseus.org/collections/_ὑστάτιος
ὑστέρου	adjective	http://data.perseus.org/collections/_ὕστερος
ὑστέρου	noun	http://data.perseus.org/collections/_ὕστερον
ὑστεροπερίοδος	adjective	http://data.perseus.org/collections/_ὑστεροπερίοδος
ὑστεροῦντα	verb	http://data.perseus.org/collections/_ὑστερέω
ὑστερόληπτον	adjective	http://data.perseus.org/collections/_ὑστερόληπτος
ὑστάταις	adjective	http://data.perseus.org/collections/_ὕστατος
ὑστάταις	adjective	http://data.perseus.org/collections/_ὕστερος
ὑστέρου	noun	http://data.perseus.org/collections/_ὕστερον
ὑστέρου	adjective	http://data.perseus.org/collections/_ὕστερος
ὑφ'	preposition	http://data.perseus.org/collections/_ὑπό
ὑφ'	noun	http://data.perseus.org/collections/_ὑφή
ὑφάψαι	verb	http://data.perseus.org/collections/_ὑφάπτω
ὑφανθῆναι	verb	http://data.perseus.org/collections/_ὑφαίνω
ὑφαίνουσι	verb	http://data.perseus.org/collections/_ὑφαίνω
ὑφεστὼς	verb	http://data.perseus.org/collections/_ὑφίστημι
ὑφιστᾶ	verb	http://data.perseus.org/collections/_ὑφιστάω
ὑψίζυγος	adjective	http://data.perseus.org/collections/_ὑψίζυγος
ὑψίπυλον	adjective	http://data.perseus.org/collections/_ὑψίπυλος
ὑψηλοτάτῳ	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλοτάτην	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλοτέροις	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλοῦ	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλότατον	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλότερα	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλότερος	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλὰ	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλήν	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλὸν	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλόν	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλός	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψηλότατον	adjective	http://data.perseus.org/collections/_ὑψηλός
ὑψικόμοιο	adjective	http://data.perseus.org/collections/_ὑψίκομος
ὑψιπέτας	noun	http://data.perseus.org/collections/_ὑψιπέτης
